DayFrac  Year JulianDay HourMin    Pressure[mbar]  10MVTair[degC]      10MRH[%]     6MVTair[degC]      6MRH[%]      2MVTair[degC]      2MRH[%]       10MTair[degC]    6MTair[degC]   2MTair[degC]  10MTCETair[degC] 6MTCETair[degC] 6MTCWTair[degC] 2MTCWTair[degC]   Wdir[deg]       Wspd[m/s]  HumidityQC AirTempQC TCAirTempQC
 43	2009	 43	  0	      1010.1	     -35.912	      63.082	     -36.671	      64.725	      -37.46	      60.081	     -36.477	     -37.308	     -38.014	      -35.68	     -36.235	     -36.339	      -37.19	      72.824	         4.7	     000000	000	0000
43.0007	2009	 43	  1	      1010.1	     -35.892	      63.193	     -36.616	      65.655	     -37.329	      60.266	     -36.468	     -37.219	     -37.962	     -36.007	     -36.587	     -36.562	     -37.079	      61.504	         4.7	     000000	000	0000
43.0014	2009	 43	  2	      1010.1	      -35.94	       63.42	     -36.644	      66.107	     -37.209	      60.686	     -36.547	     -37.256	     -37.743	     -36.046	     -36.597	     -36.695	      -36.97	      42.364	         4.7	     000000	000	0000
43.0021	2009	 43	  3	        1010	     -35.974	      62.993	     -36.726	      66.075	     -37.094	      61.131	     -36.655	     -37.332	     -37.711	     -36.145	     -36.809	     -36.891	     -37.204	      28.702	         4.7	     000000	000	0000
43.0028	2009	 43	  4	        1010	     -35.984	      62.068	     -36.799	      64.896	     -37.107	      61.528	     -36.716	     -37.429	     -37.828	      -36.08	     -36.907	      -36.97	     -37.242	      13.686	         4.7	     000000	000	0000
43.0035	2009	 43	  5	        1010	     -36.021	      61.453	     -36.881	      64.213	     -37.115	      62.381	     -36.873	     -37.539	     -37.915	     -36.508	     -37.027	     -37.045	     -37.686	      5.0312	         4.7	     000000	000	0000
43.0042	2009	 43	  6	      1009.9	     -36.191	      61.791	     -36.963	      64.212	     -37.244	      63.368	     -37.056	     -37.643	     -38.104	     -36.655	     -37.095	     -37.123	      -37.57	      6.2451	         4.7	     000000	000	0000
43.0049	2009	 43	  7	      1009.9	     -36.257	      62.033	     -37.026	      64.399	     -37.318	      63.368	     -37.112	     -37.728	     -38.169	     -36.391	     -37.156	     -37.164	      -37.59	      9.2227	         4.7	     000000	000	0000
43.0056	2009	 43	  8	        1010	     -36.277	      62.032	     -37.153	      65.094	     -37.362	      63.105	     -37.139	     -37.879	     -38.231	     -36.505	     -37.239	     -37.369	     -37.736	      3.8408	         4.7	     000000	000	0000
43.0063	2009	 43	  9	      1009.9	     -36.338	      62.178	     -37.109	       64.83	     -37.423	      62.645	     -37.127	      -37.87	     -38.309	     -36.428	     -37.058	     -37.156	     -37.768	     0.36305	         4.7	     000000	000	0000
43.0069	2009	 43	 10	      1009.9	     -36.376	      62.363	     -37.144	      64.977	     -37.487	      62.249	     -37.133	     -37.935	     -38.352	     -36.511	     -37.142	     -37.232	     -37.791	     0.36305	         4.7	     000000	000	0000
