DayFrac  Year JulianDay HourMin    Pressure[mbar]  10MVTair[degC]      10MRH[%]     6MVTair[degC]      6MRH[%]      2MVTair[degC]      2MRH[%]       10MTair[degC]    6MTair[degC]   2MTair[degC]  10MTCETair[degC] 6MTCETair[degC] 6MTCWTair[degC] 2MTCWTair[degC]   Wdir[deg]       Wspd[m/s]  HumidityQC AirTempQC TCAirTempQC
131	2009	131	  0	      998.23	     -12.731	      69.116	     -12.485	      68.876	     -12.566	      68.153	     -12.577	     -12.604	     -10.318	     -11.984	      -11.95	     -12.073	     -12.055	      326.76	         4.7	     000000	000	0000
131.001	2009	131	  1	      998.23	     -12.721	      68.857	     -12.466	      68.808	     -12.566	      67.838	      -12.57	       -12.6	     -10.378	     -11.966	     -11.921	      -12.05	     -12.031	      327.43	         4.7	     000000	000	0000
131.001	2009	131	  2	      998.24	     -12.709	      68.712	     -12.478	      68.653	     -12.563	       68.07	     -12.564	     -12.599	     -10.366	     -11.942	     -11.911	     -12.036	     -11.976	      324.14	         4.7	     000000	000	0000
131.002	2009	131	  3	      998.23	     -12.722	      68.704	     -12.482	      68.641	      -12.55	      68.039	     -12.577	     -12.597	     -10.478	     -12.011	     -11.936	     -12.069	     -12.012	      328.37	         4.7	     000000	000	0000
131.003	2009	131	  4	      998.24	     -12.731	      68.608	     -12.491	      68.687	     -12.566	      68.323	     -12.588	     -12.607	     -10.503	     -11.996	     -11.906	     -12.039	     -11.966	      327.82	         4.7	     000000	000	0000
131.003	2009	131	  5	      998.24	     -12.736	      68.955	     -12.495	       69.12	     -12.572	      68.718	     -12.588	     -12.606	     -10.484	     -11.992	     -11.939	     -12.042	     -11.974	      330.49	         4.7	     000000	000	0000
131.004	2009	131	  6	      998.23	     -12.736	      68.996	     -12.508	      68.734	       -12.6	      68.075	     -12.592	     -12.623	     -10.518	     -11.983	     -11.918	     -12.063	     -11.999	      329.59	         4.7	     000000	000	0000
131.005	2009	131	  7	       998.2	     -12.742	      69.123	     -12.503	      69.108	     -12.585	      68.466	      -12.59	     -12.617	     -10.495	      -12.01	     -11.938	     -12.064	     -12.005	      326.28	         4.7	     000000	000	0000
131.006	2009	131	  8	      998.18	      -12.74	      69.312	     -12.498	      69.515	     -12.567	       68.77	     -12.598	     -12.608	     -10.548	     -12.036	      -11.96	     -12.069	     -12.046	      327.78	         4.7	     000000	000	0000
131.006	2009	131	  9	       998.2	     -12.735	      69.504	     -12.485	       69.53	     -12.565	      69.256	      -12.59	     -12.597	     -10.542	     -11.995	     -11.918	     -12.067	     -12.031	      324.95	         4.7	     000000	000	0000
