DayFrac  	Year JulianDay HourMin    Pressure[mbar]  10MVTair[degC]      10MRH[%]     6MVTair[degC]      6MRH[%]      2MVTair[degC]      2MRH[%]       10MTair[degC]    6MTair[degC]   2MTair[degC]  10MTCETair[degC] 6MTCETair[degC] 6MTCWTair[degC] 2MTCWTair[degC]   11mWdir[deg]     11mWspd[m/s]  11mLftWdir[deg] 11mLftWspd[m/s] 6mLftWdir[deg] 6mLftWspd[m/s] HumidityQC AirTempQC TCAirTempQC
     272	2016	272	  0	        1004	     -6.2589	      92.906	     -6.0594	      93.084	     -6.1284	      88.764	     -6.1057	     -6.0018	     -6.1183	     -6.3968	     -5.9355	      -5.882	       -9999	      187.11	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 272.001	2016	272	  0	        1004	     -6.2622	      91.746	     -6.0579	      92.379	       -6.13	      88.731	     -6.1029	     -6.0069	      -6.133	     -6.3929	     -5.9395	     -5.8973	       -9999	      119.51	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 272.001	2016	272	  1	        1004	     -6.2464	      90.322	     -6.0491	       91.28	       -6.13	      88.017	     -6.0744	     -5.9864	     -6.1218	     -6.3898	     -5.9418	     -5.8967	       -9999	       107.8	     0.55294	       -9999	       -9999	       -9999	       -9999	     000001	000	0001
 272.002	2016	272	  3	        1004	     -6.2602	      90.557	     -6.0471	       91.35	     -6.1231	      88.194	     -6.0788	     -5.9772	     -6.1175	     -6.4196	     -5.9198	     -5.8825	       -9999	      120.62	         0.2	       -9999	       -9999	       -9999	       -9999	     000001	000	0001
 272.003	2016	272	  4	        1004	     -6.2445	      90.414	     -6.0392	      91.599	     -6.1211	      88.527	     -6.0639	     -5.9752	     -6.1255	     -6.4054	     -5.9288	     -5.8968	       -9999	      119.11	      1.2147	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 272.003	2016	272	  5	      1003.9	     -6.2227	      90.365	     -6.0204	      91.684	     -6.0984	      88.855	     -6.0238	     -5.9208	     -6.0786	     -6.3764	     -5.8882	     -5.8644	       -9999	       113.4	     0.90588	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 272.004	2016	272	  5	      1003.9	     -6.2139	      91.112	     -6.0096	      92.417	     -6.0797	      89.733	     -6.0089	     -5.9017	     -6.0833	     -6.4083	     -5.9066	     -5.8931	       -9999	      115.56	     0.92059	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 272.005	2016	272	  6	      1003.9	     -6.2277	      92.001	     -6.0096	       93.49	     -6.0974	      90.647	     -6.0151	     -5.9049	     -6.0909	     -6.4842	     -5.9197	     -5.8935	       -9999	       116.8	     0.42059	       -9999	       -9999	       -9999	       -9999	     000000	000	1001
 272.006	2016	272	  7	      1003.9	     -6.2533	      92.643	     -6.0352	      94.153	     -6.1359	      91.253	     -6.0454	     -5.9435	      -6.148	     -6.5055	     -5.9451	     -5.9135	       -9999	      114.87	     0.81111	       -9999	       -9999	       -9999	       -9999	     000000	000	1001
 272.006	2016	272	  9	      1003.9	     -6.2898	      92.806	     -6.0747	      94.309	     -6.1862	      91.334	     -6.0943	     -5.9809	     -6.2008	     -6.5474	     -5.9801	     -5.9282	       -9999	      108.82	      1.2147	       -9999	       -9999	       -9999	       -9999	     000000	000	1001
