DayFrac  	Year JulianDay HourMin    Pressure[mbar]  10MVTair[degC]      10MRH[%]     6MVTair[degC]      6MRH[%]      2MVTair[degC]      2MRH[%]       10MTair[degC]    6MTair[degC]   2MTair[degC]  10MTCETair[degC] 6MTCETair[degC] 6MTCWTair[degC] 2MTCWTair[degC]   11mWdir[deg]     11mWspd[m/s]  11mLftWdir[deg] 11mLftWspd[m/s] 6mLftWdir[deg] 6mLftWspd[m/s] HumidityQC AirTempQC TCAirTempQC
     116	2016	116	  0	        1020	     -22.507	      71.258	     -23.067	      77.303	     -24.059	      72.407	     -22.983	     -23.746	     -25.087	     -22.391	     -22.875	     -22.787	       -9999	      339.26	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.001	2016	116	  1	        1020	     -22.519	      72.348	     -23.041	      77.662	     -24.026	      72.456	     -23.024	     -23.667	     -25.001	     -22.379	      -22.89	     -22.827	       -9999	      339.26	         0.2	       -9999	       -9999	       -9999	       -9999	     000100	000	0001
 116.001	2016	116	  1	        1020	     -22.516	      73.424	     -23.003	      78.146	     -24.005	      72.305	     -22.954	     -23.559	     -24.954	     -22.641	     -22.917	     -22.778	       -9999	      339.26	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.002	2016	116	  2	        1020	     -22.523	      74.071	     -22.978	      78.718	     -23.973	      72.579	     -22.925	     -23.549	      -24.89	     -22.803	     -22.965	     -22.831	       -9999	      339.29	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.003	2016	116	  4	        1020	     -22.617	      74.098	     -22.978	       78.92	     -23.936	      73.827	     -22.961	     -23.585	     -24.739	     -23.014	      -22.99	     -22.855	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.003	2016	116	  5	        1020	     -22.701	      74.073	      -23.01	      78.494	     -23.924	      73.791	     -23.222	     -23.647	     -24.733	     -23.041	     -23.043	      -22.65	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.004	2016	116	  5	        1020	     -22.767	      74.205	     -23.124	      77.904	     -23.917	      72.843	     -23.476	     -23.986	     -24.798	     -23.154	     -23.468	     -23.025	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.005	2016	116	  7	        1020	     -22.867	      74.839	     -23.333	      76.786	      -23.94	      72.716	      -23.68	     -24.231	     -24.837	     -23.411	     -23.646	     -23.378	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.006	2016	116	  8	        1020	      -23.06	      74.539	     -23.462	      76.743	     -23.978	      72.859	     -23.879	     -24.323	     -24.888	     -23.683	     -23.766	     -23.476	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.006	2016	116	  8	        1020	     -23.167	      73.759	     -23.548	      76.009	     -24.011	      73.017	     -23.936	     -24.361	      -24.93	     -23.672	     -23.808	      -23.68	       -9999	      339.36	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.007	2016	116	  9	        1020	     -23.161	      71.727	     -23.604	      75.451	     -24.106	      73.145	      -23.87	     -24.287	     -25.078	     -23.655	     -23.876	     -23.807	       -9999	      339.35	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.008	2016	116	 11	        1020	     -23.283	      70.741	     -23.718	      76.059	     -24.237	       73.88	     -23.929	     -24.373	     -25.271	     -23.587	     -24.005	     -23.957	       -9999	      335.95	         0.2	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.008	2016	116	 12	        1020	     -23.311	      70.282	     -23.754	      76.276	     -24.284	      74.044	      -24.04	      -24.37	     -25.274	     -23.428	      -23.77	     -23.866	       -9999	      332.23	     0.53824	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
 116.009	2016	116	 12	        1020	     -23.298	      69.128	      -23.79	      76.006	     -24.282	      73.879	     -24.139	     -24.588	     -25.103	     -23.303	     -23.731	     -23.876	       -9999	      328.66	     0.92222	       -9999	       -9999	       -9999	       -9999	     000000	000	0001
  116.01	2016	116	 14	        1020	     -23.197	      68.527	     -23.792	      75.886	     -24.255	      73.791	      -24.14	     -24.522	     -25.003	     -23.117	     -23.784	     -23.842	       -9999	      328.67	     0.88056	       -9999	       -9999	       -9999	       -9999	     010000	000	0001
  116.01	2016	116	 15	        1020	     -23.047	      68.148	     -23.764	      75.386	     -24.247	      74.117	     -23.952	      -24.33	     -24.974	     -22.917	     -23.871	     -23.729	       -9999	      328.75	     0.85278	       -9999	       -9999	       -9999	       -9999	     010000	000	0001
 116.011	2016	116	 15	        1020	      -22.94	       67.87	     -23.648	      75.695	     -24.262	      73.959	     -23.747	     -24.213	     -25.108	      -22.91	     -23.784	     -23.581	       -9999	      328.96	     0.81111	       -9999	       -9999	       -9999	       -9999	     010000	000	0001
