JD	lat	lon	Press	ws2.5	ws10	wd2.5	wd10	T2.5	T10	q2.5	q10	rhi2.5	rhi10	T_sfc	T_s_epp	T_s_brns	Tice	LWd	Lwu	SWd	Swu	RR_org	RR_ncr	twr_orien	ww	u*	hs	hl	usb_2.5	usb_10	hsb_2.5	hsb_10	hlb_2.5	hlb_10	zob2.5	zob10	zotb2.5	zotb10	zoqb2.5	zogb10
506.5	76.34914	-166.67921	1036.7	9999	9999	9999	9999	-8.77	-8.9	1.747	1.72	100	99.5	-8.19	-8.19	9999	-4.12	275.7	279.4	54.7	48.8	0	0	69.5	0.003	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
506.5417	76.35002	-166.67483	1036.6	3.06	3.31	159	158	-9.48	-9.62	1.639	1.618	99.9	99.5	-8.79	-8.79	9999	-4.12	268.5	276.9	75.9	67	0	0	69	0.0005	0.085	7.2	9999	0.1426	0.1395	5.4	5.5	3.2	3.3	0.00045	0.00045	0.000149	0.000153	0.000178	0.000182
506.5833	76.35046	-166.67026	1036.6	9999	9999	9999	9999	-10.17	-10.3	1.547	1.52	100	99.5	-9.24	-9.24	9999	-4.12	264.2	274.9	107.8	96	0	0	69	0.001	9999	9.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
506.625	76.35058	-166.66464	1036.8	9999	9999	9999	9999	-11.06	-11.21	1.427	1.4	100	99.5	-10.01	-10.01	9999	-4.12	251.9	271.6	150.1	134.3	0	0	69.2	0.003	9999	9.2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
506.6667	76.3506	-166.66092	1036.6	2.06	2.34	121	121	-11.32	-11.5	1.397	1.37	100	99.6	-10.06	-10.06	9999	-4.12	251.2	271.5	195.2	181.2	0	0	69	0.0015	0.1	13.6	9999	0.1012	0.1053	8.1	8.6	3.4	3.8	0.00045	0.00045	0.000216	0.000206	0.000251	0.000241
506.7083	76.35028	-166.65767	1036.5	2.49	2.79	120	120	-11.27	-11.44	1.407	1.37	100.3	99.4	-10.1	-10.1	9999	-4.14	234.5	271.1	296.8	260.4	0	0	68.8	0.001	0.115	14.8	9999	0.1195	0.1223	8.4	8.9	3.5	4.1	0.00045	0.00045	0.00018	0.000175	0.000212	0.000207
506.75	76.35029	-166.65599	1036.6	2.73	3.29	130	130	-11.23	-11.4	1.426	1.382	101.1	100	-10.08	-10.08	9999	-4.13	227.1	271.1	420.6	323.4	0	0	68.7	0.001	0.09	16.2	9999	0.1301	0.1417	8.8	9.7	3.4	4.4	0.00045	0.00045	0.000164	0.000148	0.000194	0.000177
506.7917	76.35015	-166.65495	1036.6	2.52	2.87	134	133	-10.96	-11.1	1.447	1.42	100.4	99.6	-10.29	-10.29	9999	-4.12	208.1	270.1	488.7	361.3	0	0	68.5	0.001	0.1	10.4	1.4	0.1184	0.1224	4.6	4.9	2.2	2.6	0.00045	0.00045	0.000182	0.000176	0.000215	0.000207
506.8333	76.35022	-166.65453	1036.3	2.43	2.87	133	132	-10.39	-10.53	1.509	1.49	99.7	99.3	-9.74	-9.74	9999	-4.11	199.6	272.2	560.5	414.6	0	0	68.4	0.0015	0.11	14.1	3.1	0.1145	0.1221	4.3	4.7	2.4	2.7	0.00045	0.00045	0.00019	0.000177	0.000223	0.000209
506.875	76.35051	-166.65424	1036.2	2.51	2.64	141	139	-9.79	-9.94	1.587	1.562	99.1	99	-9.13	-9.13	9999	-4.11	200.8	274.8	596.9	435.8	0	0	68.9	0.001	0.08	12.6	3.7	0.118	0.1134	4.5	4.5	2.7	2.9	0.00045	0.00045	0.000185	0.000193	0.000217	0.000226
506.9167	76.3508	-166.65109	1035.9	2.79	3	153	152	-8.77	-8.94	1.689	1.673	96.4	97.1	-8.3	-8.3	9999	-4.12	204.5	278.2	631.7	463.3	0	0	69.1	0.001	0.085	12.2	5.7	0.1298	0.1261	3.3	3.7	3.5	3.4	0.00045	0.00045	0.000167	0.000173	0.000198	0.000204
506.9583	76.35099	-166.64664	1035.7	2.77	2.87	156	154	-7.8	-8.03	1.72	1.713	90.2	91.5	-7.81	-7.81	9999	-4.13	210.5	280.4	582.7	442.4	0	0	69	0.001	0.08	9.8	5.7	0.1261	0.1171	-0.3	0.7	4.2	3.7	0.00045	0.00045	0.000174	0.000189	0.000205	0.000222
507	76.35118	-166.63893	1035.4	3.09	3.36	159	158	-6.85	-7.03	1.789	1.791	86.3	87.7	-7.4	-7.4	9999	-4.13	207.9	282.1	578.1	447.6	0	0	68.9	0.001	0.11	5.1	7.1	0.1369	0.1261	-4.3	-2.7	4.4	3.5	0.00045	0.00045	0.00016	0.000175	0.000189	0.000206
507.0417	76.35098	-166.63117	1035.2	2.33	2.55	165	163	-6.37	-6.51	1.807	1.805	83.6	84.5	-7.18	-7.18	9999	-4.13	210.8	283	529.8	422.9	0	0	69.2	0.002	0.08	2.5	3.7	0.0986	0.0836	-4.4	-2.7	3.4	2.3	0.00045	0.00045	0.000228	0.000268	0.000265	0.000308
507.0833	76.35042	-166.62308	1035.2	1.51	1.56	163	159	-6	-6.09	1.837	1.826	82.4	82.5	-6.76	-6.76	9999	-4.13	215.8	284.8	498.4	406	0	0	69.5	0.002	0.05	2.5	5	0.0581	0.0381	-2.3	-0.9	2.2	1	0.00045	0.00045	0.000349	0.000435	0.000403	0.000518
507.125	76.35006	-166.6166	1035	1.97	2.19	148	146	-6.06	-6.1	1.897	1.865	85.5	84.4	-7.13	-7.13	9999	-4.13	213.4	283.3	426.2	357.4	0	0	69.5	0.001	0.065	0	1.2	0.0776	0.0589	-4.3	-2.3	1.7	1.1	0.00045	0.00045	0.000288	0.000346	0.00033	0.000399
507.1667	76.34951	-166.61039	1034.8	1.99	2.55	147	146	-6.5	-6.41	1.919	1.892	89.5	87.9	-7.83	-7.83	9999	-4.13	215.3	280.3	322.4	278.8	0	0	69.7	0.001	0.06	-1.4	0.2	0.0758	0.0683	-5.1	-3.6	0.3	0.3	0.00045	0.00045	0.000293	0.000319	0.000335	0.000363
507.2083	76.34899	-166.60624	1034.6	2	3.1	152	152	-7.49	-6.85	1.833	1.886	93.3	90.9	-9.26	-9.26	9999	-4.13	218.9	274.4	235.5	208.7	0	0	69.9	0.001	0.01	-2.5	0	0.0712	0.0785	-6	-6.5	-1	-1.1	0.00045	0.00045	0.000308	0.000282	0.000351	0.000323
507.25	76.3485	-166.603	1034.3	2.39	3.4	156	157	-7.8	-7.43	1.81	1.838	94.7	93.1	-9.23	-9.23	9999	-4.12	221.5	274.5	215.5	193.9	0	0	70.1	0	0.05	-4.8	0	0.0951	0.1018	-7	-7.4	-1.1	-1.1	0.00045	0.00045	0.000234	0.000218	0.000272	0.000254
507.2917	76.34799	-166.60047	1034.4	0.87	1.91	138	150	-8.35	-7.83	1.743	1.8	95.9	94.2	-11.04	-11.04	9999	-4.12	218.1	267.1	143.6	132.5	0	0	70	0.001	0	-0.9	0	0.0138	0.0291	-0.6	-1.6	-0.2	-0.4	0.00045	0.00045	0.000731	0.000504	0.000939	0.000614
507.3333	76.34781	-166.59762	1034.4	1.41	2.23	131	142	-8.71	-7.89	1.735	1.818	98.2	95.7	-11.42	-11.42	9999	-4.12	214.5	265.6	153.4	150.1	0	0	70.2	0.001	-0.015	0	0	0.0329	0.0366	-2.7	-2.6	-0.8	-0.7	0.00045	0.00045	0.000463	0.000445	0.000557	0.000532
507.375	76.34788	-166.59529	1034.3	1.43	2.9	143	147	-10.5	-8.62	1.532	1.763	101.8	99.1	-13.61	-13.61	9999	-4.11	207.2	256.8	82.3	80.7	0	0	70.4	0.001	-0.03	-0.5	0	0.0312	0.0511	-2.8	-5.6	-0.8	-1.7	0.00045	0.00045	0.000473	0.00037	0.000571	0.000431
507.4167	76.34834	-166.59271	1034.2	1.02	2.65	140	155	-11.21	-9.36	1.45	1.692	103	101.4	-14.37	-14.37	9999	-4.11	206	253.8	90.2	96.8	0	0	70.6	0	-0.01	-0.1	0	0.0168	0.0432	-1	-4.2	-0.3	-1.3	0.00045	0.00045	0.000657	0.000405	0.000831	0.000478
507.4583	76.34859	-166.59064	1034.1	1.6	3.03	150	156	-11.52	-9.5	1.394	1.669	101.7	101.4	-14.79	-14.79	9999	-4.11	204.9	252.1	95	96.1	0	0	70.6	0	-0.02	-0.1	0	0.0381	0.054	-3.9	-6.3	-1.1	-1.9	0.00045	0.00045	0.000424	0.000358	0.000504	0.000415
507.5	76.34894	-166.58738	1034	1.4	2.83	148	160	-11.8	-10.07	1.34	1.582	100.3	101.2	-15.42	-15.42	9999	-4.13	201.9	249.7	98.5	96.4	0	0	70.5	0	0	-0.1	0	0.0281	0.0475	-2.6	-5.2	-0.6	-1.4	0.00045	0.00045	0.000499	0.000383	0.000607	0.000449
507.5417	76.34906	-166.58425	1033.9	1.69	2.93	156	170	-12.07	-10.23	1.31	1.552	100.1	100.3	-15.53	-15.53	9999	-4.12	201.4	249.3	127	118.8	0	0	70.6	0	-0.01	-0.1	0	0.0411	0.0506	-4.6	-5.7	-1.1	-1.6	0.00045	0.00045	0.000407	0.00037	0.000481	0.000431
507.5833	76.34943	-166.58212	1033.8	1.38	2.62	153	174	-12.2	-10.06	1.292	1.56	99.9	99.8	-15.01	-15.01	9999	-4.12	203.1	251.3	174.6	154.9	0	0	70.4	0.002	-0.01	-0.1	0	0.0306	0.0426	-2.5	-4.1	-0.6	-1.1	0.00045	0.00045	0.000474	0.000407	0.000573	0.000481
507.625	76.34961	-166.58059	1033.7	1.07	2.08	151	174	-11.8	-10.05	1.339	1.56	99.6	99.5	-14.1	-14.1	9999	-4.12	206.1	254.8	233.9	197.1	0	0	70.2	0.001	-0.02	0.2	0	0.021	0.0308	-1.2	-2.1	-0.3	-0.6	0.00045	0.00045	0.000578	0.000486	0.000718	0.000589
507.6667	76.3498	-166.58064	1033.7	0.88	1.54	142	167	-11.54	-9.86	1.368	1.585	99.4	99.2	-13.15	-13.15	9999	-4.11	208.8	258.6	281	229.5	0	0	69.8	0.001	0	-0.3	-0.3	0.0174	0.0199	-0.7	-0.8	-0.2	-0.2	0.00045	0.00045	0.000634	0.000614	0.000798	0.00077
507.7083	76.34957	-166.58132	1033.5	1.29	2.16	148	162	-11.09	-9.69	1.417	1.607	99.5	99.2	-12.32	-12.32	9999	-4.1	206.4	261.9	344.5	275.3	0	0	69.8	0.002	0.01	-0.3	0	0.0395	0.0385	-2	-2.3	-0.5	-0.6	0.00045	0.00045	0.000417	0.000429	0.000495	0.000511
507.75	76.34956	-166.58408	1033.5	0.99	1.65	130	142	-10.14	-9.51	1.54	1.635	99.2	99.2	-11.28	-11.28	9999	-4.11	206.1	266	386.8	303.5	0	0	69.8	0.002	0.02	-0.7	0	0.0255	0.0277	-1	-1	-0.2	-0.3	0.00045	0.00045	0.000523	0.000512	0.00064	0.000625
507.7917	76.34933	-166.58826	1033.7	0.77	1.21	120	134	-9.19	-9.13	1.631	1.66	96.6	97.4	-10.27	-10.27	9999	-4.11	204.2	270.1	473.2	360.3	0	0	69.8	0.002	0.02	0.1	-0.2	0.0165	0.0192	-0.5	-0.4	-0.1	-0.1	0.00045	0.00045	0.000651	0.000622	0.000822	0.00078
507.8333	76.34984	-166.59484	1033.7	1.17	1.25	137	137	-8.06	-8.09	1.771	1.766	95	94.9	-8.89	-8.89	-6.81	-4.1	205.4	275.8	546.6	408	0	0	69.8	0.001	0.05	2.8	0.5	0.0384	0.023	-1.4	-0.5	0	0	0.00045	0.00045	0.000429	0.000565	0.00051	0.000699
507.875	76.35098	-166.60404	1033.7	1.67	1.78	143	141	-6.81	-6.84	1.873	1.838	89.7	88.5	-7.54	-7.54	-5.18	-4.1	208.9	281.5	613.6	451.6	0	0	69.9	0	0.06	3.8	2.8	0.0664	0.0469	-2.6	-1.3	1.1	0.7	0.00045	0.00045	0.000324	0.000389	0.000371	0.000457
507.9167	76.35211	-166.611	1033.7	1.84	1.88	155	153	-6.07	-6.07	1.85	1.82	83.4	82.1	-7.34	-7.34	-4.87	-4.11	209.6	282.3	577	427.6	0	0	69.9	0.002	0.05	2.9	4.6	0.0685	0.0409	-4.3	-1.6	1.5	0.6	0.00045	0.00045	0.000319	0.000419	0.000364	0.000497
507.9583	76.35294	-166.6168	1033.6	1.74	1.78	154	151	-5.66	-5.64	1.799	1.768	78.3	76.7	-6.92	-6.92	-4.4	-4.11	207.4	284.1	591.1	443.6	0	0	69.9	0	0.05	3	5	0.0637	0.0372	-3.9	-1.4	2.4	0.9	0.00045	0.00045	0.000332	0.000442	0.000381	0.000528
508	76.35353	-166.6204	1033.6	1.08	1.22	125	124	-5.26	-5.22	1.769	1.738	74.2	72.8	-6.53	-6.53	-4.02	-4.12	206.5	285.7	591.7	454.4	0	0	69.9	0.004	0.04	3	999	0.0292	0.0191	-1.3	-0.5	1.1	0.4	0.00045	0.00045	0.000497	0.000633	0.000604	0.000796
508.0417	76.35421	-166.62376	1033.6	1.43	1.64	93	95	-4.98	-4.95	1.807	1.768	73.9	72.3	-6.4	-6.4	-3.9	-4.11	205.8	286.3	560.1	441	0	0	69.5	0.001	0.05	2.2	6.1	0.0455	0.0306	-2.8	-1.1	1.9	0.8	0.00045	0.00045	0.000397	0.000492	0.000467	0.000597
508.0833	76.3544	-166.62428	1033.3	1.64	1.93	83	85	-4.91	-4.93	1.876	1.817	76.6	74.2	-6.53	-6.53	-4.3	-4.11	205.5	285.7	503.3	405.9	0	0	69.3	0	0.06	-0.1	2	0.0544	0.0395	-3.9	-1.7	1.8	0.9	0.00045	0.00045	0.000362	0.000429	0.00042	0.000511
508.125	76.35403	-166.62363	1033.3	9999	9999	9999	9999	-5.13	-5.09	1.965	1.878	81.4	77.8	-6.94	-6.94	-5.11	-4.11	205.1	284	438.5	365.4	0	0	69.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
508.1667	76.35334	-166.62347	1033.1	1.54	2.12	79	85	-5.56	-5.42	1.977	1.924	85.2	82	-7.7	-7.7	-6.3	-4.1	205.1	280.7	365.3	316.7	0	0	69.9	0	0.01	-0.2	0	0.0436	0.0399	-3.5	-2.2	0	0.1	0.00045	0.00045	0.000404	0.000427	0.000477	0.000508
508.2083	76.35268	-166.62469	1033.1	1.45	2.27	90	92	-6.13	-5.9	1.96	1.944	88.7	86.1	-8.76	-8.76	-8.08	-4.12	205.3	276.4	290.9	264.3	0	0	70.3	0.001	0.03	-0.4	0	0.0355	0.0412	-3	-2.7	-0.5	-0.3	0.00045	0.00045	0.000449	0.000419	0.000538	0.000497
508.25	76.35233	-166.62701	1033.2	1.66	2.66	96	98	-6.99	-6.48	1.894	1.926	92.3	89.9	-10.03	-10.03	-10.1	-4.12	204.9	271.1	223.9	209.9	0	0	70.7	0	0	-0.3	0	0.0426	0.0503	-4.4	-4.3	-1	-1	0.00045	0.00045	0.000407	0.000375	0.000481	0.000438
508.2917	76.35199	-166.63028	1033.3	1.55	2.66	107	110	-7.97	-7.09	1.817	1.902	96.3	93.5	-11.32	-11.32	-12.32	-4.13	204.2	265.8	168.6	166.3	0	0	71.1	0	0	-0.2	0	0.0355	0.0468	-3.5	-4.3	-1	-1.2	0.00045	0.00045	0.000446	0.00039	0.000534	0.000458
508.3333	76.35198	-166.63449	1033.4	1.55	2.76	102	114	-8.62	-7.72	1.774	1.842	99.6	95.6	-12.82	-12.82	-14.18	-4.13	203.3	259.8	125.4	129	0	0	71.7	0	0.01	-0.4	0	0.0318	0.0464	-3.5	-4.8	-1.1	-1.4	0.00045	0.00045	0.000473	0.000392	0.000571	0.00046
508.375	76.35192	-166.63796	1033.4	1.85	2.86	82	97	-9.34	-8.27	1.685	1.778	101	97	-14	-14	-15.73	-4.11	202.5	255.2	98.2	104.7	0	0	71.6	0.001	-0.01	-0.4	0	0.0423	0.0473	-5.9	-5.4	-1.8	-1.5	0.00045	0.00045	0.000405	0.000387	0.000478	0.000454
508.4167	76.35204	-166.64186	1033.3	1.66	3.11	86	97	-10.38	-8.95	1.559	1.73	102.5	99.8	-14.75	-14.75	-16.84	-4.09	201.9	252.3	77.7	92	0	0	71.7	0	-0.01	-0.2	0	0.0355	0.0546	-4.3	-6.8	-1.3	-2	0.00045	0.00045	0.000443	0.000357	0.00053	0.000414
508.4583	76.35226	-166.64592	1033.3	2.12	3.07	63	74	-11.2	-10.15	1.448	1.6	102.3	102.8	-15.39	-15.39	-16.41	-4.09	200.9	249.8	86.7	91	0	0	71.7	0.001	-0.01	-1.2	0	0.0582	0.0554	-8.9	-6.6	-2.5	-1.9	0.00045	0.00045	0.00034	0.000352	0.000391	0.000407
508.5	76.35212	-166.64961	1033.4	2.06	3.22	67	75	-11.94	-10.95	1.338	1.497	100.9	103.2	-15.54	-15.54	-17.32	-4.1	199.4	249.2	103.1	102.4	0	0	71.6	0	0.02	-2.1	0	0.0586	0.0638	-8	-7.5	-2.1	-2.1	0.00045	0.00045	0.000338	0.000324	0.000388	0.000371
508.5417	76.352	-166.65198	1033.4	2.27	3.42	70	76	-12.09	-11.1	1.307	1.453	100.1	101.6	-15.29	-15.29	-17.03	-4.09	199.2	250.2	135.1	126.3	0	0	71.6	0.001	0.04	-2.1	0.1	0.0727	0.0745	-10	-9	-2.4	-2.4	0.00045	0.00045	0.000292	0.000287	0.000334	0.000329
508.5833	76.35171	-166.65561	1033.2	2.17	3.32	72	76	-11.99	-11.2	1.315	1.427	99.9	100.7	-14.68	-14.68	-15.27	-4.09	200.3	252.5	182	160.3	0	0	71.2	0.001	0.05	-3.1	0	0.0716	0.0763	-8.5	-8.2	-2.1	-2.2	0.00045	0.00045	0.000297	0.000281	0.00034	0.000322
508.625	76.35144	-166.66073	1033.2	2.04	3.03	67	77	-11.92	-11.2	1.324	1.414	99.7	99.9	-13.94	-13.94	-14.11	-4.09	200.8	255.4	242.8	203.4	0	0	70.9	0.001	0.02	-1.2	0	0.071	0.0709	-6.7	-6.2	-1.6	-1.6	0.00045	0.00045	0.0003	0.0003	0.000343	0.000343
508.6667	999	999	1033.1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	999	999	70.8	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
508.7083	76.3504	-166.67491	1033.1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	999	999	70.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
508.75	76.34997	-166.68176	1033.2	2.55	3.11	70	72	-9.47	-9.54	1.579	1.578	95.8	95.9	-10.62	-10.62	-8.86	-4.09	201.1	268.7	441.3	339.2	0	0	70.7	0	0.13	-3.1	0.5	0.1055	0.0999	-6.5	-4.9	-0.8	-0.6	0.00045	0.00045	0.000208	0.00022	0.000243	0.000256
508.7917	76.34965	-166.69027	1033.2	3.15	3.54	69	70	-8.38	-8.5	1.599	1.572	88.1	87.3	-9.54	-9.54	-7.28	-4.09	202.2	273.1	514.2	387.6	0	0	70.5	0.001	0.16	-1.1	3.6	0.1348	0.1213	-8.4	-6	1.4	1.4	0.00045	0.00045	0.000161	0.00018	0.00019	0.000213
508.8333	76.34931	-166.69905	1033.2	3.38	3.79	74	76	-7.44	-7.57	1.596	1.546	80.8	79.3	-8.69	-8.69	-6.33	-4.09	203.4	276.6	567	419.2	0	0	70.2	0.001	0.17	1.1	4	0.1455	0.1319	-9.7	-7	4.1	3.8	0.00045	0.00045	0.000148	0.000166	0.000176	0.000196
508.875	76.34911	-166.70724	1033.2	3.38	3.73	73	74	-6.72	-6.86	1.666	1.61	79.2	77.6	-7.97	-7.97	-5.57	-4.1	202.5	279.6	606.5	438.9	0	0	69.9	0.001	0.17	2.5	5.3	0.1455	0.1294	-9.7	-6.8	5	4.5	0.00045	0.00045	0.000149	0.00017	0.000177	0.000201
508.9167	76.34959	-166.7175	1032.9	9999	9999	9999	9999	-6.08	-6.22	1.716	1.654	77.2	75.5	-7.51	-7.51	-4.66	-4.1	204	281.6	624.3	451	0.2	0	70.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
508.9583	76.35065	-166.72809	1032.7	4.1	4.43	70	71	-5.7	-5.77	1.795	1.74	78.1	76.2	-7.07	-7.07	-4.13	-4.09	206.5	283.4	621.8	460.4	0	0	71.4	0.002	0.22	3.6	5.9	0.1792	0.1579	-12.9	-9.6	6.8	6	0.00045	0.00045	0.000117	0.000136	0.000141	0.000163
509	76.35186	-166.73951	1032.7	4.11	4.52	69	71	-5.29	-5.31	1.846	1.794	77.7	75.6	-6.69	-6.69	-4.07	-4.09	208.1	285	598.4	457.7	0	0	71	0.002	0.22	2.1	10.4	0.1797	0.1609	-13.2	-10.3	7.2	6.3	0.00045	0.00045	0.000117	0.000134	0.000141	0.00016
509.0417	76.35292	-166.74916	1032.6	3.99	4.43	69	70	-4.98	-5.01	1.916	1.864	78.6	76.5	-3.62	-6.51	-4	-4.1	208.7	285.8	558.5	438.9	0	0	71.5	0.002	0.2	0.3	6.7	0.187	0.1869	13.6	12.3	23.2	22.8	0.00045	0.00045	0.000112	0.000112	0.000135	0.000135
509.0833	76.35367	-166.7594	1032.5	4	4.43	68	69	-4.94	-4.95	1.966	1.914	80.1	78.2	-3.86	-6.67	-4.24	-4.09	207.9	285.1	507.8	407.7	0	0	71.7	0.002	0.21	-1.8	5.6	0.1866	0.1854	10.7	9.3	20.2	19.8	0.00045	0.00045	0.000112	0.000113	0.000135	0.000136
509.125	76.35433	-166.76904	1032.4	3.99	4.53	66	67	-5.05	-5.08	1.997	1.954	82.2	80.7	-4.45	-6.75	-4.83	-4.1	207.8	284.8	442.2	365.7	0	0	71.7	0.002	0.19	-4.4	2.5	0.1843	0.1865	5.7	4.9	15.5	15.4	0.00045	0.00045	0.000114	0.000112	0.000137	0.000135
509.1667	76.35519	-166.78052	1032.6	3.98	4.6	63	64	-5.33	-5.33	2.007	1.97	84.5	83.2	-5.23	-7.15	-5.6	-4.09	207.9	283.1	368.4	316.2	0	0	72	0.001	0.16	-6.6	1.2	0.1816	0.1846	0.7	0.1	10.7	10.5	0.00045	0.00045	0.000115	0.000113	0.000139	0.000137
509.2083	76.35599	-166.79354	1032.5	4.21	4.88	69	69	-5.82	-5.77	1.969	1.95	86.6	85.4	-6.27	-7.7	-6.62	-4.1	207.9	280.8	295.4	263.8	0	0	72.5	0.001	0.19	-8.8	0.5	0.1892	0.188	-4.8	-5.1	6.6	6.2	0.00045	0.00045	0.000109	0.00011	0.000132	0.000133
509.25	76.35675	-166.80575	1032.5	4.63	5.42	78	79	-6.37	-6.29	1.889	1.87	86.9	85.9	-7.31	-8.43	-7.66	-4.1	206.5	277.7	229	213	0	0	72.8	0.001	0.22	-14.5	0.3	0.2059	0.204	-10.3	-10.2	4.1	3.9	0.00045	0.00045	0.000098	0.000099	0.000119	0.00012
509.2917	76.35766	-166.8187	1032.4	4.55	5.42	83	84	-6.98	-6.88	1.819	1.82	88.4	87.7	-8.41	-9.13	-8.75	-4.09	205.6	274.8	173.2	168	0	0	73	0.001	0.18	-13.7	-0.2	0.1999	0.1979	-14.9	-14	0.9	0.7	0.00045	0.00045	0.000101	0.000102	0.000122	0.000124
509.3333	76.35874	-166.83039	1032.6	4.22	5.12	83	84	-7.76	-7.58	1.739	1.746	90.3	89.5	-9.63	-10.14	-9.95	-4.09	204.9	270.6	129.5	131.8	0	0	73.7	0.001	0.18	-15.5	-0.3	0.1822	0.1784	-17.6	-16.2	-1.8	-1.6	0.00045	0.00045	0.000113	0.000116	0.000136	0.00014
509.375	76.35988	-166.84162	1032.7	4.55	5.52	86	87	-8.28	-8.05	1.629	1.636	88.6	87.3	-10.35	-10.62	-10.67	-4.09	204.8	268.7	100	105.7	0	0	72.9	0.001	0.17	-17.7	-0.3	0.1968	0.1934	-21	-19.6	-1.8	-1.6	0.00045	0.00045	0.000102	0.000104	0.000123	0.000126
509.4167	76.361	-166.85012	1032.8	4.34	5.32	89	91	-8.81	-8.53	1.54	1.55	87.9	86.4	-10.83	-11.29	-11.14	-4.08	204.4	266	78	91.7	0	0	72.9	0.001	0.15	-16.6	-0.1	0.1872	0.1844	-19.6	-18.6	-1.1	-1.1	0.00045	0.00045	0.000108	0.00011	0.000131	0.000133
509.4583	76.36212	-166.85797	1032.9	4.24	5.32	91	92	-9.48	-9.18	1.46	1.47	88.4	86.7	-11.34	-11.92	-11.65	-4.08	202.8	263.4	86.1	90.1	0	0	73.6	0	0.15	-15.3	-0.1	0.1833	0.1859	-17.7	-17.8	-0.8	-0.8	0.00045	0.00045	0.00011	0.000108	0.000133	0.000131
509.5	76.36302	-166.86516	1032.9	4.67	5.81	94	95	-9.94	-9.67	1.4	1.41	88.5	86.9	-11.67	-12.15	-11.97	-4.1	202.4	262.5	101.2	101.7	0	0	73.5	0.001	0.17	-17.3	-0.1	0.2042	0.2096	-18.4	-19	-0.4	-0.6	0.00045	0.00045	0.000096	0.000093	0.000116	0.000113
509.5417	76.36383	-166.87068	1032.9	4.46	5.58	94	95	-10.33	-10.08	1.36	1.37	89.1	87.6	-12.07	-12.35	-12.37	-4.1	201.5	261.7	129.8	124.7	0	0	73.5	0	0.14	-13.3	-0.1	0.1943	0.1993	-17.7	-17.9	-0.6	-0.7	0.00045	0.00045	0.000102	0.000099	0.000123	0.00012
509.5833	76.36422	-166.87611	1033	4.35	5.42	94	95	-10.18	-9.97	1.349	1.34	86.7	84.8	-11.54	-12.15	-11.84	-4.1	203.5	262.5	174.1	159.4	0	0	73.1	0.002	0.14	-11.5	0	0.191	0.1973	-13.8	-14.4	1.4	1.4	0.00045	0.00045	0.000104	0.0001	0.000126	0.000121
509.625	76.36493	-166.88443	1033.1	4.34	5.22	92	94	-9.8	-9.68	1.387	1.37	86.3	84.7	-10.75	-11.67	-11.06	-4.1	202.8	264.4	235	202.9	0	0	72.9	0.001	0.14	-11.2	0.1	0.1925	0.1947	-9.8	-10.2	3	3	0.00045	0.00045	0.000103	0.000102	0.000125	0.000124
509.6667	76.3657	-166.89464	1033.3	4.45	5.32	91	91	-9.21	-9.15	1.377	1.344	81.4	79.3	-9.83	-11.02	-10.15	-4.1	203.9	267	301.9	250.4	0	0	72.7	0.001	0.16	-10.9	0.5	0.1994	0.2039	-6.8	-7.3	6.9	6.9	0.00045	0.00045	0.000099	0.000096	0.000121	0.000117
509.7083	76.36653	-166.90734	1033.4	4.44	5.16	87	88	-8.51	-8.49	1.447	1.41	80.6	78.4	-8.76	-10.22	-9.09	-4.1	204	270.3	375.1	300.1	0	0	72.4	0.001	0.17	-9.6	1.6	0.2006	0.2025	-2.9	-3.5	9.4	9.3	0.00045	0.00045	0.000099	0.000098	0.00012	0.000119
509.75	76.36729	-166.92121	1033.3	4.32	4.97	81	83	-7.57	-7.61	1.587	1.55	81.5	79.8	-7.24	-9.26	-7.59	-4.1	203.5	274.2	440.5	339.6	0	0	72.3	0.001	0.18	-5.7	0.9	0.1978	0.2017	3.2	2.6	12.5	12.5	0.00045	0.00045	0.000102	0.000099	0.000124	0.000121
509.7917	76.36825	-166.93442	1033.3	4.52	5.06	85	86	-6.64	-6.77	1.556	1.494	73.6	71.5	-6.3	-8.57	-6.67	-4.1	203.4	277.1	517.3	388.6	0	0	72.4	0.001	0.19	-6.2	4.7	0.2073	0.2064	3.4	3.7	18.8	18.7	0.00045	0.00045	0.000097	0.000097	0.000117	0.000118
