JD	lat	lon	Press	ws2.5	ws10	wd2.5	wd10	T2.5	T10	q2.5	q10	rhi2.5	rhi10	T_sfc	T_s_epp	T_s_brns	Tice	LWd	Lwu	SWd	Swu	RR_org	RR_ncr	twr_orien	ww	u*	hs	hl	usb_2.5	usb_10	hsb_2.5	hsb_10	hlb_2.5	hlb_10	zob2.5	zob10	zotb2.5	zotb10	zoqb2.5	zogb10
365.125	75.2422	-149.99894	1044.4	2.29	3.27	297	311	-40.08	-38.95	0.08	0.09	103.7	103.3	-42.37	-42.37	-42.73	-15.72	124.3	160.5	0	0	0	0	36.6	-0.002	0.025	-3.2	0	0.0798	0.0716	-9.5	-8	-0.2	-0.2	0.00045	0.00045	0.000219	0.000245	0.000255	0.000283
365.1667	75.24085	-149.99727	1044.2	1.91	3.43	315	320	-39.89	-38.66	0.08	0.093	103.6	103.2	-42.01	-42.01	-43	-15.72	124.2	161.5	0	0	0	0	36.5	0.0005	0.03	-5	0	0.0611	0.0791	-6.3	-9.1	-0.1	-0.2	0.00045	0.00045	0.000283	0.000222	0.000325	0.000259
365.2083	75.23976	-149.99642	1044.1	2.15	3.87	320	327	-39.58	-38.28	0.08	0.093	103.7	103.2	-41.92	-41.92	-42.82	-15.72	123.7	161.7	0	0	0	0	36.5	0	0.065	-6.7	999	0.0716	0.0963	-8.4	-12.9	-0.2	-0.3	0.00045	0.00045	0.000245	0.000182	0.000283	0.000214
365.25	75.23859	-149.99527	1043.7	2.43	3.92	312	318	-38.62	-37.43	0.09	0.103	103.5	102.9	-41.25	-41.25	-42.32	-15.73	124.4	163.6	0	0	0	0	36.6	-0.0005	0.04	-9	0	0.0847	0.0967	-11.4	-13.4	-0.2	-0.3	0.00045	0.00045	0.000209	0.000182	0.000244	0.000215
365.2917	75.23727	-149.9933	1043.6	2.53	3.94	312	319	-38.44	-37.46	0.09	0.103	103.3	102.9	-40.99	-40.99	-41.92	-15.75	124.4	164.3	0	0	0	0	36.7	0.0005	0.07	-9	0	0.0907	0.1009	-12.1	-13.4	-0.2	-0.3	0.00045	0.00045	0.000195	0.000174	0.000228	0.000205
365.3333	75.23604	-149.99152	1043.4	2.34	3.73	319	322	-38.41	-37.3	0.09	0.11	103.2	102.9	-41	-41	-41.99	-15.77	124.4	164.3	0	0	0	0	36.8	-0.0005	0.06	-6.2	0	0.0802	0.0891	-10.5	-11.6	-0.2	-0.3	0.00045	0.00045	0.000221	0.000199	0.000257	0.000233
365.375	75.23466	-149.98964	1043.4	2.46	3.92	323	328	-38.48	-37.42	0.09	0.103	103.3	102.9	-40.93	-40.93	-41.77	-15.78	124.3	164.5	0	0	0	0	37	-0.002	0.08	-6.4	0	0.0876	0.1001	-11.2	-13.2	-0.2	-0.3	0.00045	0.00045	0.000202	0.000176	0.000236	0.000207
365.4167	75.23327	-149.98815	1043.3	2.87	4.34	325	329	-37.97	-37.06	0.1	0.113	103.3	102.9	-40.32	-40.32	-41.16	-15.79	124.4	166.2	0	0	0	0	36.6	0.001	0.11	-11.1	0	0.1106	0.1231	-14.2	-16.6	-0.4	-0.5	0.00045	0.00045	0.000157	0.00014	0.000187	0.000167
365.4583	75.23235	-149.98664	1042.9	2.55	3.95	319	324	-38.01	-36.99	0.1	0.113	103.1	102.7	-40.38	-40.38	-41.4	-15.8	124.2	166	0	0	0	0	36.5	0.001	0.085	-9.5	0	0.0935	0.1029	-11.8	-13.4	-0.3	-0.4	0.00045	0.00045	0.000189	0.000171	0.000222	0.000202
365.5	75.23133	-149.98616	1042.5	2.45	3.82	322	328	-38.5	-37.57	0.09	0.103	103.1	102.9	-40.56	-40.56	-41.48	-15.8	123.8	165.5	0	0	0	0	36.5	0.002	0.08	-7.2	0	0.091	0.1015	-10.1	-12	-0.2	-0.3	0.00045	0.00045	0.000194	0.000173	0.000228	0.000204
365.5417	75.23044	-149.9858	1042.2	2.01	3.32	311	323	-38.83	-37.71	0.09	0.103	103.3	103	-40.93	-40.93	-41.86	-15.82	123.2	164.5	0	0	0	0	36.3	0	0.02	-5.3	0	0.0668	0.0761	-7	-8.3	-0.2	-0.2	0.00045	0.00045	0.000263	0.000233	0.000303	0.000271
365.5833	75.22951	-149.98555	1041.6	2.2	2.56	301	304	-38.99	-37.96	0.09	0.1	103.4	103	-41.1	-41.1	-41.94	-15.82	122.4	164	0	0	0	0	36.3	-0.002	-0.01	-5.3	0	0.0767	0.0471	-8.4	-3.9	-0.2	-0.1	0.00045	0.00045	0.00023	0.000344	0.000267	0.000396
365.625	75.22866	-149.98502	1041.3	2.29	2.6	300	300	-39.17	-38.15	0.09	0.1	103.5	103.1	-41.5	-41.5	-42.05	-15.82	121.3	162.9	0	0	0	0	36.4	-0.0005	0.01	-6.4	0	0.0799	0.0473	-9.5	-4.1	-0.2	-0.1	0.00045	0.00045	0.000221	0.000343	0.000257	0.000395
365.6667	75.22785	-149.98586	1041	2.24	2.86	321	322	-39.4	-38.09	0.09	0.1	103.5	103.1	-41.92	-41.92	-42.34	-15.84	120.3	161.7	0	0	0	0	36.4	0	0.06	-4.7	0	0.0752	0.0532	-9.4	-5.4	-0.3	-0.1	0.00045	0.00045	0.000234	0.000321	0.000271	0.000367
365.7083	75.22682	-149.98637	1040.6	2.35	3.08	323	326	-39.65	-38.6	0.08	0.093	103.5	103.1	-41.85	-41.85	-42.35	-15.86	122.4	161.9	0	0	0	0	36.5	-0.0005	0.07	-5.8	0	0.0841	0.0656	-9.7	-6.8	-0.2	-0.1	0.00045	0.00045	0.000209	0.000267	0.000244	0.000308
365.75	75.22573	-149.98795	1040.2	2.13	2.65	316	319	-39.44	-38.56	0.09	0.093	103.6	103.3	-41.82	-41.82	-42.36	-15.87	123	162	0	0	0	0	36.5	0	0.06	-5.3	0	0.0704	0.0492	-8.2	-4.3	-0.2	-0.1	0.00045	0.00045	0.000249	0.000335	0.000288	0.000385
365.7917	75.22448	-149.98992	1039.9	1.87	2.16	299	302	-39.55	-38.57	0.08	0.093	103.5	103.2	-42.08	-42.08	-42.33	-15.88	123.3	161.3	0	0	0	0	36.5	0.004	-0.01	-4.9	0	0.0552	0.0334	-6.2	-2.4	-0.1	-0.1	0.00045	0.00045	0.00031	0.000414	0.000354	0.000491
365.8333	75.22362	-149.99316	1039.7	1.75	1.99	318	318	-39.59	-38.32	0.08	0.093	103.6	103.2	-42.07	-42.07	-42.74	-15.89	123.6	161.3	0	0	0	0.3	36.5	0.0005	0.05	-4.7	0	0.0491	0.0284	-5.1	-1.9	-0.1	0	0.00045	0.00045	0.000332	0.000454	0.000381	0.000544
365.875	75.22249	-149.9956	1039.6	9999	9999	9999	9999	-39.37	-38.23	0.09	0.1	103.6	103.2	-41.39	-41.39	-42.56	-15.89	123.9	163.2	0	0	0	0	36.5	-0.002	9999	-5.5	0	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
365.9167	75.22165	-149.99791	1039.3	2.13	3.34	318	325	-39.46	-38.27	0.08	0.1	103.6	103.1	-41.37	-41.37	-42.52	-15.9	123.2	163.2	0	0	0	0	36.5	0	0.05	-9.1	0	0.0753	0.0783	-7.5	-8.5	-0.1	-0.2	0.00045	0.00045	0.000234	0.000226	0.000271	0.000262
365.9583	75.2205	-150.00115	1038.8	2.03	3.09	320	328	-39.77	-38.82	0.08	0.09	103.4	103.2	-41.47	-41.47	-42.52	-15.9	123.3	162.9	0	0	0	0	36.5	0.002	0.05	-3.3	0	0.072	0.0719	-6.5	-6.7	-0.1	-0.1	0.00045	0.00045	0.000244	0.000245	0.000282	0.000283
366	75.2195	-150.00364	1038.5	9999	9999	9999	9999	-39.98	-39.01	0.08	0.09	103.7	103.4	-41.02	-41.02	-42.75	-15.9	123	164.2	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.0417	75.21806	-150.00646	1038.2	9999	9999	9999	9999	-39.96	-38.91	0.08	0.09	103.8	103.3	-41.29	-41.29	-42.86	-15.9	124.5	163.5	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.0833	75.21636	-150.00795	1037.9	9999	9999	9999	9999	-39.93	-39.02	0.08	0.09	103.6	103.3	-41.63	-41.63	-42.72	-15.9	123.1	162.5	0	0	0	0	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.125	75.21451	-150.01112	1037.6	9999	9999	9999	9999	-39.99	-38.87	0.08	0.09	103.6	103.3	-41.64	-41.64	-42.67	-15.91	123.4	162.5	0	0	0	0.3	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.1667	75.21243	-150.01398	1037.4	9999	9999	9999	9999	-40.25	-39.12	0.08	0.09	103.7	103.4	-42.19	-42.19	-42.94	-15.91	124.3	161	0	0	0	0	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.2083	75.21062	-150.01737	1037.2	9999	9999	9999	9999	-39.78	-38.84	0.08	0.093	103.8	103.3	-41.4	-41.4	-42.52	-15.91	123.8	163.2	0	0	0	0	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.25	75.20873	-150.02219	1037	9999	9999	9999	9999	-39.82	-39.01	0.08	0.09	103.6	103.3	-41.24	-41.24	-42.43	-15.91	124.1	163.6	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.2917	75.2068	-150.02612	1036.9	9999	9999	9999	9999	-39.81	-39.15	0.08	0.09	103.7	103.4	-41.17	-41.17	-42.31	-15.92	123.8	163.8	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.3333	75.20462	-150.03054	1036.8	9999	9999	9999	9999	-39.67	-38.95	0.08	0.09	103.6	103.3	-41.41	-41.41	-41.95	-15.93	124.1	163.1	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.375	75.20244	-150.03428	1036.9	9999	9999	9999	9999	-39.22	-38.62	0.09	0.093	103.6	103.2	-41.09	-41.09	-41.49	-15.94	124.7	164	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.4167	75.20015	-150.03829	1036.8	9999	9999	9999	9999	-39.47	-38.8	0.08	0.093	103.4	103.2	-40.81	-40.81	-41.63	-15.95	124.7	164.8	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.4583	999	999	1036.8	9999	9999	9999	9999	-39.32	-38.61	0.09	0.093	103.7	103.3	-41.22	-41.22	-41.98	-15.94	123.7	163.7	0	0	0	0	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.5	999	999	1036.7	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.5417	999	999	1036.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.5833	999	999	1036.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.625	999	999	1036.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.6667	999	999	1036.8	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.7083	999	999	1036.8	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.75	999	999	1036.8	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.7917	999	999	1036.7	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.8333	999	999	1037	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.875	999	999	1037.2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.9167	999	999	1037.2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
366.9583	999	999	1036.9	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367	999	999	1036.7	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.0417	999	999	1036.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.0833	999	999	1036	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.125	999	999	1035.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.1667	999	999	1034.9	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.2083	999	999	1034.3	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.25	999	999	1033.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
367.2917	75.1254	-150.03372	1032.6	5.47	6.48	276	280	-33.77	-33.51	0.16	0.163	102.5	102.1	-35.61	-35.61	-35.84	-16.05	135.5	180.1	0	0	0.6	0	36.5	-0.001	0.23	-17.8	-0.1	0.2406	0.236	-24.5	-24.2	-1	-1	0.00045	0.00045	0.000061	0.000063	0.000076	0.000078
367.3333	75.12097	-150.01894	1032.1	5.99	6.74	277	278	-33.22	-33.02	0.17	0.17	102.3	102	-34.59	-34.59	-35.19	-16.02	140	183.2	0	0	0.5	0.3	36.5	0	0.25	-15.7	-0.1	0.2667	0.2528	-20.2	-19.9	-1	-0.8	0.00045	0.00045	0.000053	0.000057	0.000066	0.000071
367.375	999	999	1031.5	6.1	7.02	278	281	-32.62	-32.4	0.18	0.183	102.4	102	-34.11	-34.11	-34.49	-16.03	142.4	184.7	0	0	0.4	0.3	36.5	-0.004	0.24	-14.7	-0.1	0.2713	0.2634	-22.2	-22.3	-1.1	-1	0.00045	0.00045	0.000052	0.000054	0.000065	0.000068
367.4167	75.11189	-149.98636	1030.5	6.41	7.32	277	279	-31.77	-31.57	0.2	0.2	102.1	101.7	-33.43	-33.43	-33.44	-16.03	143.7	186.8	0	0	0.2	0	36.5	-0.001	0.265	-24.4	-0.2	0.2852	0.2748	-25.7	-25	-1.4	-1.2	0.00045	0.00045	0.000048	0.000051	0.000061	0.000064
367.4583	999	999	1029.7	6.72	7.52	280	282	-31.46	-31.28	0.2	0.203	101.9	101.7	-33.13	-33.13	-32.94	-16.03	144.3	187.7	0	0	0	0	36.5	0.001	0.27	-18.9	-0.2	0.2995	0.2835	-26.9	-25.6	-1.3	-1.1	0.00045	0.00045	0.000045	0.000049	0.000057	0.000062
367.5	75.10356	-149.95467	1029.1	6.52	7.21	287	289	-31.32	-31.19	0.2	0.21	101.8	101.7	-32.8	-32.8	-32.37	-16.03	152.9	188.9	0	0	0	0	36.5	0.002	0.24	-15.3	-0.2	0.2911	0.2725	-23.3	-21.7	-1	-1.2	0.00045	0.00045	0.000047	0.000052	0.000059	0.000065
367.5417	75.0989	-149.93872	1028.4	6.95	8.12	297	298	-31.12	-31.06	0.21	0.21	101.8	101.7	-32.34	-32.34	-31.87	-16.01	158.6	190.4	0	0	0	0	36.5	-0.004	0.24	-8.8	-0.1	0.3116	0.3132	-20.5	-20.2	-1.1	-1	0.00045	0.00045	0.000043	0.000042	0.000054	0.000054
367.5833	75.09357	-149.92363	1027.4	7.06	8.02	298	301	-31.39	-31.34	0.2	0.203	101.7	101.7	-32.39	-32.39	-32.07	-16.01	149	190.1	0	0	0	0	36.5	0.001	0.24	-4.8	-0.2	0.3174	0.3112	-17.2	-16.8	-0.7	-0.7	0.00045	0.00045	0.000041	0.000043	0.000053	0.000054
367.625	999	999	1027	6.86	7.8	302	303	-31.72	-31.65	0.2	0.2	101.7	101.8	-32.98	-32.98	-32.4	-16	143.6	188.2	0	0	0.1	0	36.5	0.0005	0.2	-8.6	-0.2	0.3075	0.2995	-21	-20	-1.2	-1	0.00045	0.00045	0.000043	0.000045	0.000055	0.000057
367.6667	75.08207	-149.89698	1026.4	7.26	8.25	298	300	-31.96	-31.93	0.19	0.19	101.9	101.9	-32.78	-32.78	-32.25	-16	151	188.9	0	0	0.2	0	36.5	-0.002	0.24	0.2	-0.1	0.3271	0.3222	-14.6	-14.4	-0.6	-0.6	0.00045	0.00045	0.000039	0.00004	0.00005	0.000051
367.7083	75.07652	-149.88444	1025.8	6.54	7.43	300	300	-32.14	-32.1	0.19	0.19	102	102	-33.1	-33.1	-32.58	-15.99	152.1	187.9	0	0	0.2	0	36.5	0.004	0.2	-2.9	-0.2	0.2936	0.2872	-15.5	-15	-0.8	-0.7	0.00045	0.00045	0.000046	0.000048	0.000058	0.00006
367.75	999	999	1024.9	6.62	6.91	287	288	-31.91	-31.87	0.19	0.193	102	101.9	-32.73	-32.73	-32.18	-15.98	157.8	189.1	0	0	0.1	0	36.5	-0.001	0.255	-10.4	-0.1	0.2979	0.2668	-13.5	-12.2	-0.6	-0.5	0.00045	0.00045	0.000045	0.000053	0.000057	0.000067
367.7917	75.06554	-149.85995	1024.5	7.35	7.78	287	289	-31.76	-31.77	0.2	0.2	102.1	101.9	-32.26	-32.26	-31.55	-15.97	172.5	190.7	0	0	0.1	0	36.6	0.001	0.27	-2.4	0	0.3324	0.3058	-9.2	-8.5	-0.7	-0.5	0.00045	0.00045	0.000038	0.000044	0.000049	0.000055
367.8333	999	999	1024.2	6.93	7.3	286	287	-31.31	-31.36	0.21	0.203	102	101.8	-31.27	-31.27	-30.82	-15.94	181.2	194	0	0	0	0	36.6	-0.003	0.27	2.1	0	0.3149	0.2917	0.2	-0.2	-0.2	0.1	0.00045	0.00045	0.000042	0.000047	0.000053	0.000059
367.875	999	999	1023.7	6.94	7.45	293	294	-30.71	-30.77	0.22	0.22	102	101.7	-30.46	-30.46	-29.96	-15.92	191.7	196.7	0	0	0	0	36.6	-0.001	0.27	9.6	0.1	0.316	0.2994	3.7	3.1	0.2	0.2	0.00045	0.00045	0.000042	0.000046	0.000053	0.000058
367.9167	75.04856	-149.82605	1023.3	7.38	8.83	306	306	-30.88	-30.96	0.22	0.21	101.6	101.7	-30.83	-30.83	-30.25	-15.89	188.4	195.4	0	0	0.1	0	36.6	0.0035	0.22	12.2	0.2	0.3354	0.3533	0.4	0.6	-0.2	0.3	0.00045	0.00045	0.000038	0.000035	0.000049	0.000045
367.9583	75.04309	-149.81382	1022.9	7.37	8.38	301	302	-30.65	-30.78	0.22	0.22	101.8	101.8	-29.85	-29.85	-29.37	-15.87	210	198.8	0	0	0	0	36.6	-0.001	0.22	16.8	0.6	0.3368	0.3394	13.7	13.7	0.9	0.8	0.00045	0.00045	0.000038	0.000038	0.000049	0.000048
368	999	999	1022.3	7.06	8.02	301	302	-30.32	-30.44	0.23	0.23	101.8	101.7	-29.69	-29.69	-29.23	-15.86	200.9	199.2	0	0	0.1	0	36.6	-0.003	0.21	13	0.6	0.3225	0.3246	10.3	10.2	0.6	0.5	0.00045	0.00045	0.000041	0.000041	0.000052	0.000051
368.0417	75.03161	-149.78565	1022	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	999	999	36.6	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
368.0833	75.02787	-149.77667	1021.8	6.43	7.32	299	300	-29.59	-29.62	0.25	0.25	101.7	101.6	-29.78	-29.78	-29.65	-15.8	177.7	198.7	0	0	0.1	0	36.6	0.007	0.26	-5.4	0	0.2914	0.2901	-3.4	-3.6	-0.4	-0.3	0.00045	0.00045	0.000048	0.000048	0.00006	0.000061
368.125	75.02296	-149.76545	1021.3	7.26	7.95	295	297	-28.88	-28.9	0.27	0.263	101.9	101.5	-28.88	-28.88	-29.09	-15.78	193.5	201.8	0	0	0.2	0	36.6	0	0.31	-4.2	0.1	0.3297	0.3169	-0.5	-1.2	-0.2	0.1	0.00045	0.00045	0.00004	0.000043	0.000051	0.000054
368.1667	75.01837	-149.75504	1021	7.36	8.25	296	299	-27.8	-27.81	0.3	0.293	101.6	101.3	-28.13	-28.13	-28.76	-15.77	193.4	204.3	0	0	0.4	0	36.6	-0.001	0.32	-8.9	0	0.3334	0.3263	-6.2	-6.4	-0.7	-0.3	0.00045	0.00045	0.00004	0.000041	0.000051	0.000052
368.2083	75.01375	-149.74503	1020.7	6.53	7.27	294	295	-26.77	-26.79	0.33	0.33	101.4	101.2	-26.95	-26.95	-27.64	-15.75	205.6	208.3	0	0	0.1	0	36.6	0	0.29	-3.5	0	0.2961	0.2882	-3.3	-3.5	-0.3	-0.3	0.00045	0.00045	0.000048	0.00005	0.000061	0.000063
368.25	75.00961	-149.7359	1020.2	5.49	6.16	295	298	-25.95	-25.98	0.36	0.353	101.3	101.1	-26.06	-26.06	-26.84	-15.72	215.2	211.4	0	0	0	0	36.6	0.001	0.22	-3	0.1	0.249	0.2443	-1.9	-2.1	-0.3	0	0.00045	0.00045	0.000063	0.000064	0.000078	0.00008
368.2917	75.00555	-149.7267	1019.8	7.99	8.72	297	299	-25.35	-25.43	0.38	0.373	101	100.9	-25.3	-25.3	-26.01	-15.7	218.8	214	0	0	0.1	0	36.7	0	0.34	2.4	1	0.3631	0.3486	0.4	0.6	0	0.3	0.00045	0.00045	0.000036	0.000038	0.000046	0.000049
368.3333	75.00177	-149.71678	1019.7	7.26	8.05	299	301	-25.03	-25.09	0.39	0.39	101	100.9	-24.87	-24.87	-25.68	-15.67	216.7	215.4	0	0	0.2	0	36.7	0.002	0.3	1.7	1.1	0.3304	0.3224	2.2	1.8	0.3	0.3	0.00045	0.00045	0.000042	0.000043	0.000053	0.000055
368.375	74.99809	-149.70741	1019.7	6.75	7.45	299	301	-24.73	-24.79	0.4	0.4	100.9	100.8	-24.78	-24.78	-25.28	-15.64	216	215.8	0	0	0	0	36.7	0.001	0.29	1.1	0.8	0.3064	0.2971	-1.3	-1.2	0	0	0.00045	0.00045	0.000047	0.000049	0.000059	0.000062
368.4167	74.99467	-149.69734	1019.3	7.26	8	297	299	-24.5	-24.57	0.41	0.41	100.9	100.8	-24.5	-24.5	-24.94	-15.62	217.2	216.8	0	0	0	0	36.7	0	0.32	0	1.1	0.3298	0.3193	-0.5	-0.4	0.1	0.1	0.00045	0.00045	0.000042	0.000044	0.000053	0.000056
368.4583	74.9914	-149.68777	1018.9	6.54	7.23	299	301	-24.38	-24.44	0.42	0.413	100.7	100.8	-24.23	-24.23	-24.97	-15.58	213	217.6	0	0	0	0	36.7	0	0.3	-1.3	0.9	0.2977	0.2898	1.9	1.6	0.1	0.4	0.00045	0.00045	0.000049	0.000051	0.000062	0.000064
368.5	74.98827	-149.67928	1018.7	5.84	6.67	305	307	-24.49	-24.58	0.41	0.41	100.6	100.9	-24.48	-24.48	-25.15	-15.55	211.6	216.8	0	0	0	0	36.7	0	0.23	0.9	0.6	0.2651	0.2665	-0.3	0	0.1	0.1	0.00045	0.00045	0.000058	0.000058	0.000073	0.000072
368.5417	74.98498	-149.66986	1018.4	5.3	5.94	300	303	-24.74	-24.81	0.4	0.4	100.6	100.9	-24.79	-24.79	-25.5	-15.5	205.1	215.6	0	0	0	0	36.7	0.005	0.2	-1.4	0.3	0.2407	0.2366	-1	-0.9	0	0	0.00045	0.00045	0.000067	0.000068	0.000083	0.000084
368.5833	74.98175	-149.65994	1018.1	5.8	6.39	290	292	-25.02	-25.07	0.39	0.39	100.7	101	-25.13	-25.13	-25.68	-15.44	201.4	214.4	0	0	0	0	36.7	-0.003	0.26	-4.1	0.1	0.2632	0.2539	-1.9	-1.9	-0.1	-0.1	0.00045	0.00045	0.000059	0.000062	0.000073	0.000077
368.625	74.9786	-149.6502	1017.5	5.69	6.33	283	285	-25.51	-25.55	0.37	0.37	100.7	101.1	-25.7	-25.7	-26.21	-15.42	193.5	212.4	0	0	0	0	36.7	0.001	0.23	-4.2	0	0.2575	0.2506	-3	-3	-0.2	-0.1	0.00045	0.00045	0.00006	0.000062	0.000075	0.000078
368.6667	74.97549	-149.63942	1017.2	6.3	6.92	277	281	-25.95	-25.99	0.36	0.36	100.8	101.1	-26.44	-26.44	-26.78	-15.41	188.4	209.9	0	0	0	0	36.7	0	0.27	-5.7	0	0.2842	0.2713	-7.7	-7	-0.8	-0.7	0.00045	0.00045	0.000052	0.000055	0.000065	0.000069
368.7083	74.97242	-149.62774	1016.5	6.2	6.9	279	283	-26.06	-26.11	0.35	0.353	101.1	101.2	-26.17	-26.17	-26.7	-15.35	202.6	210.9	0	0	0	0	36.7	0	0.25	-2	0.3	0.2811	0.2743	-2.1	-2.1	-0.1	-0.1	0.00045	0.00045	0.000053	0.000055	0.000066	0.000068
368.75	74.96946	-149.6157	1016	7.03	7.72	280	283	-25.52	-25.6	0.37	0.37	100.9	101.1	-25.14	-25.14	-26	-15.28	214	214.5	0	0	0.1	0	36.7	0	0.29	0.2	0.8	0.3203	0.3109	5.8	5.3	0.7	0.6	0.00045	0.00045	0.000044	0.000046	0.000055	0.000058
