DayFrac Year JulianDay HourMin LWTotalDownwelling[W/m^2] SWTotalDownwelling[W/m^2] LWTotalUpwelling[W/m^2] SWTotalUpwelling[W/m^2] QualityControl
137	2011	137	  0	             192.024	             305.127	             272.832	             212.037	000000000000000
137.001	2011	137	  1	             192.168	              304.14	             272.775	             211.481	000000000000000
137.001	2011	137	  2	             192.125	               303.1	             272.328	              210.81	000000000000000
137.002	2011	137	  3	             191.909	             302.155	             272.231	             210.104	000000000000000
137.003	2011	137	  4	             191.931	             301.189	             271.919	             209.375	000000000000000
137.003	2011	137	  5	             192.034	              300.34	             271.826	             208.843	000000000000000
137.004	2011	137	  6	             192.107	             299.703	             271.743	             208.403	000000000000000
137.005	2011	137	  7	              192.32	             298.864	             271.593	             207.859	000000000000000
137.006	2011	137	  8	             192.415	             298.132	             271.831	             207.512	000000000000000
137.006	2011	137	  9	             192.388	             297.208	             271.922	             207.002	000000000000000
137.007	2011	137	 10	              192.37	             296.168	             271.942	             206.308	000000000000000
137.008	2011	137	 11	             192.271	              295.18	             272.202	             205.752	000000000000000
137.008	2011	137	 12	             191.062	             294.055	             271.314	             204.954	000000000000000
137.009	2011	137	 13	             190.736	             292.941	             270.297	             203.785	000000000000000
137.01	2011	137	 14	             190.925	             291.518	             270.117	             202.836	000000000000000
137.01	2011	137	 15	             190.906	             290.159	             269.884	             201.829	000000000000000
137.011	2011	137	 16	             190.679	              288.62	             269.365	             200.694	000000000000000
137.012	2011	137	 17	             190.399	             287.282	             269.282	             199.699	000000000000000
137.012	2011	137	 18	             190.416	             286.338	             268.992	             199.132	000000000000000
137.013	2011	137	 19	             190.567	             285.966	             268.892	             198.634	000000000000000
137.014	2011	137	 20	             190.694	             285.977	             269.031	             199.155	000000000000000
137.015	2011	137	 21	              190.77	             285.817	             268.835	             199.178	000000000000000
137.015	2011	137	 22	              190.91	             285.563	             268.929	             198.611	000000000000000
137.016	2011	137	 23	             191.098	             284.958	             269.196	             198.611	000000000000000
137.017	2011	137	 24	             191.046	             284.352	             269.101	             198.611	000000000000000
137.017	2011	137	 25	             191.463	             284.002	             269.216	             198.519	000000000000000
137.018	2011	137	 26	             191.509	             282.887	             269.408	             197.824	000000000000000
137.019	2011	137	 27	             191.427	             281.932	              269.09	             197.118	000000000000000
137.019	2011	137	 28	             191.423	             280.637	             269.127	             196.377	000000000000000
137.02	2011	137	 29	              191.54	             279.108	             268.897	             195.324	000000000000000
137.021	2011	137	 30	             191.455	             277.633	             268.782	             194.433	000000000000000
137.022	2011	137	 31	             191.478	             276.614	             268.713	             193.646	000000000000000
137.022	2011	137	 32	             191.348	             276.603	              268.62	              193.31	000000000000000
137.023	2011	137	 33	             191.164	              277.42	             268.392	             194.016	000000000000000
137.024	2011	137	 34	             190.954	             278.217	             268.241	             194.734	000000000000000
137.024	2011	137	 35	              191.17	              278.62	             267.977	             194.769	000000000000000
137.025	2011	137	 36	             191.075	             277.994	             268.139	             194.525	000000000000000
137.026	2011	137	 37	             190.977	             276.975	              267.87	             194.005	000000000000000
137.026	2011	137	 38	             190.707	              275.86	             267.596	             193.252	000000000000000
137.027	2011	137	 39	             190.598	             274.352	             267.438	             192.199	000000000000000
137.028	2011	137	 40	             190.845	             273.015	             267.381	             191.273	000000000000000
137.028	2011	137	 41	              190.97	              272.41	             267.464	             190.926	000000000000000
137.029	2011	137	 42	             190.926	             272.367	             267.537	             190.891	000000000000000
137.03	2011	137	 43	             190.889	             272.389	             267.068	             190.926	000000000000000
137.031	2011	137	 44	             190.911	             272.505	             267.448	             190.914	000000000000000
137.031	2011	137	 45	             190.926	             272.197	             267.285	             190.278	000000000000000
137.032	2011	137	 46	             190.973	             271.316	             267.031	             189.919	000000000000000
137.033	2011	137	 47	             190.882	             270.573	             266.798	             189.398	000000000000000
137.033	2011	137	 48	             190.775	             269.979	             266.463	             189.074	000000000000000
137.034	2011	137	 49	             191.075	             268.779	             266.759	             188.333	000000000000000
137.035	2011	137	 50	             191.063	              267.42	             266.341	             187.338	000000000000000
137.035	2011	137	 51	             191.192	             266.083	             266.623	             186.725	000000000000000
137.036	2011	137	 52	             191.572	             264.883	             266.673	             186.088	000000000000000
137.037	2011	137	 53	             191.764	              262.59	             266.651	             184.803	000000000000000
137.037	2011	137	 54	              191.96	             260.711	             266.411	             183.646	000000000000000
137.038	2011	137	 55	             192.198	             259.894	              267.17	             183.241	000000000000000
137.039	2011	137	 56	             192.423	             259.703	             267.239	             183.241	000000000000000
137.04	2011	137	 57	             192.687	             259.459	             267.512	             183.241	000000000000000
137.04	2011	137	 58	             192.836	             258.609	             267.566	             182.512	000000000000000
137.041	2011	137	 59	             193.066	             257.707	             266.928	             181.898	000000000000000
137.042	2011	137	100	             193.252	             257.569	             266.859	             181.655	000000000000000
137.042	2011	137	101	              192.89	             257.675	             267.034	              181.69	000000000000000
137.043	2011	137	102	             192.957	             257.484	              267.22	             181.447	000000000000000
137.044	2011	137	103	             193.588	             255.701	             267.249	             180.451	000000000000000
137.044	2011	137	104	             193.674	             253.577	             267.634	              179.19	000000000000000
137.045	2011	137	105	             193.525	             251.837	             267.855	             178.264	000000000000000
137.046	2011	137	106	             193.747	             249.321	             268.025	             176.481	000000000000000
137.047	2011	137	107	             193.898	             246.624	             268.196	             174.444	000000000000000
137.047	2011	137	108	             193.181	             246.146	             268.119	             174.028	000000000000000
137.048	2011	137	109	             193.376	             245.456	             268.151	             173.333	000000000000000
137.049	2011	137	110	             193.468	             242.187	             268.153	             171.285	000000000000000
137.049	2011	137	111	             193.595	             240.138	              268.09	             169.965	000000000000000
137.05	2011	137	112	             194.051	             238.047	             268.242	              168.75	000000000000000
137.051	2011	137	113	             194.077	             234.437	             268.212	             166.586	000000000000000
137.051	2011	137	114	             194.082	             230.382	             267.836	             163.843	000000000000000
137.052	2011	137	115	             193.903	             226.327	             267.857	             161.065	000000000000000
137.053	2011	137	116	             193.833	             220.955	             268.041	             157.315	000000000000000
137.053	2011	137	117	             193.924	             214.522	             267.666	             152.882	000000000000000
137.054	2011	137	118	             193.696	             208.238	             267.506	             148.299	000000000000000
137.055	2011	137	119	             193.414	              203.27	             266.978	             144.236	000000000000000
137.056	2011	137	120	             193.305	             203.323	             266.626	             143.032	000000000000000
137.056	2011	137	121	             193.181	             209.161	             266.336	             146.412	000000000000000
137.057	2011	137	122	             192.999	             216.465	             266.062	             151.412	000000000000000
137.058	2011	137	123	             192.917	             223.036	             266.089	             156.227	000000000000000
137.058	2011	137	124	             192.863	             227.686	             265.789	             159.815	000000000000000
137.059	2011	137	125	             192.813	              229.31	             265.939	             161.435	000000000000000
137.06	2011	137	126	             192.796	             228.917	             265.949	             161.725	000000000000000
137.06	2011	137	127	             192.597	             227.813	             265.767	             160.729	000000000000000
137.061	2011	137	128	             192.484	             226.348	              265.83	             159.456	000000000000000
137.062	2011	137	129	             192.377	             227.389	             265.633	             160.035	000000000000000
137.063	2011	137	130	             192.441	             229.034	             265.577	             161.169	000000000000000
137.063	2011	137	131	             192.447	             230.053	             265.535	             161.863	000000000000000
