DayFrac Year JulianDay HourMin LWTotalDownwelling[W/m^2] SWTotalDownwelling[W/m^2] LWTotalUpwelling[W/m^2] SWTotalUpwelling[W/m^2] QualityControl
126	2009	126	  0	             180.683	             253.514	             243.319	             189.479	000000000000000
126.001	2009	126	  1	             180.622	             252.696	             243.257	             188.854	000000000000000
126.001	2009	126	  2	             180.501	             251.985	             242.997	             188.206	000000000000000
126.002	2009	126	  3	             180.522	             250.796	             243.145	              187.72	000000000000000
126.003	2009	126	  4	             180.594	             250.244	             243.378	             187.095	000000000000000
126.003	2009	126	  5	             180.743	             249.522	             243.311	             186.389	000000000000000
126.004	2009	126	  6	             180.712	             248.652	             243.045	             185.729	000000000000000
126.005	2009	126	  7	             180.597	             247.771	             243.209	             185.046	000000000000000
126.006	2009	126	  8	             180.567	             247.059	             243.148	             184.421	000000000000000
126.006	2009	126	  9	             180.524	             246.072	             243.142	             183.935	000000000000000
126.007	2009	126	 10	             180.506	             245.276	             243.199	             183.252	000000000000000
126.008	2009	126	 11	             180.515	             244.554	             242.961	             182.535	000000000000000
126.008	2009	126	 12	             180.367	             243.811	             242.974	             182.002	000000000000000
126.009	2009	126	 13	             180.258	             242.877	             242.812	             181.424	000000000000000
126.01	2009	126	 14	             180.388	             241.943	             242.813	              180.81	000000000000000
126.01	2009	126	 15	             180.443	             241.093	             242.657	             180.174	000000000000000
126.011	2009	126	 16	             180.597	             240.318	             242.773	             179.491	000000000000000
126.012	2009	126	 17	               180.6	             239.544	             242.843	             178.889	000000000000000
126.013	2009	126	 18	             180.581	              238.79	             242.618	             178.368	000000000000000
126.013	2009	126	 19	             180.528	             237.983	             242.612	             177.708	000000000000000
126.014	2009	126	 20	             180.897	             237.123	             243.062	             177.106	000000000000000
126.015	2009	126	 21	             181.063	             236.285	             243.046	             176.412	000000000000000
126.015	2009	126	 22	             181.305	             235.414	             243.164	             175.845	000000000000000
126.016	2009	126	 23	             181.317	             234.628	             243.082	             175.243	000000000000000
126.017	2009	126	 24	              181.25	              233.96	              242.93	             174.699	000000000000000
126.017	2009	126	 25	             181.349	             232.972	             242.949	             174.063	000000000000000
126.018	2009	126	 26	              181.36	             232.091	             242.917	             173.403	000000000000000
126.019	2009	126	 27	             181.715	             231.285	             243.164	              172.87	000000000000000
126.019	2009	126	 28	             181.631	             230.446	             243.163	              172.35	000000000000000
126.02	2009	126	 29	             181.776	              229.66	              243.07	             171.759	000000000000000
126.021	2009	126	 30	             181.944	             228.652	             242.941	             171.088	000000000000000
126.022	2009	126	 31	              182.06	             227.813	             242.843	             170.498	000000000000000
126.022	2009	126	 32	             181.988	             226.943	             242.748	             169.873	000000000000000
126.023	2009	126	 33	              182.08	             226.115	             242.633	             169.271	000000000000000
126.024	2009	126	 34	             181.838	             225.223	             242.394	             168.646	000000000000000
126.024	2009	126	 35	             181.826	             224.246	             242.206	             167.917	000000000000000
